,J,M,K,mode,#opt,T(s),T_opt(s),LP,#vars,#constrs,#nzs
0,200,20,10,A,False,0.0,3600,,0,0,224750600
0,200,20,10,B,False,3600.0,3600,,0,0,0
0,200,20,10,C,False,0.0,3600,,0,0,157646366
0,200,20,10,D,False,0.0,3600,,0,0,181094626
0,200,20,10,E,False,0.0,3600,,0,0,113249124
0,200,20,10,F,False,0.0,3600,,0,0,242371664
0,200,20,10,G,False,0.0,3600,,0,0,84607704
0,200,20,10,H,False,3600.0,3600,,0,0,0
0,200,20,10,I,False,0.0,3600,,0,0,51454256
0,200,20,10,J,False,0.0,3600,,0,0,448353213
